"file","category","n_findings","checks","species","n_series","n_cells","yr_first","yr_last"
"europe/germ226.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.",45,7128,1770,2002
"europe/germ227.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea abies (L.) H. Karst.",92,6777,1928,2011
"europe/germ228.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Abies alba Mill.",35,2717,1893,2009
"europe/germ229.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea abies (L.) H. Karst.",57,4899,1913,2009
"europe/germ230.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea abies (L.) H. Karst.",60,3888,1932,2009
"europe/germ231.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Abies alba Mill.",24,1687,1917,2009
"europe/germ232.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",16,2395,1845,2009
"europe/germ233.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea abies (L.) H. Karst.",45,4164,1866,2009
"europe/germ234.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea abies (L.) H. Karst.",91,7042,1917,2012
"europe/germ235.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea abies (L.) H. Karst.",96,5846,1943,2012
"europe/germ236.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea abies (L.) H. Karst.",42,2003,1951,2009
"europe/germ237.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea abies (L.) H. Karst.",74,6654,1905,2010
"europe/germ238.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea abies (L.) H. Karst.",80,6481,1839,2011
"europe/germ239.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",70,2506,1902,2011
"europe/germ240.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea abies (L.) H. Karst.",40,2490,1938,2010
"europe/germ241.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea abies (L.) H. Karst.",50,3138,1905,2010
"europe/germ242.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea abies (L.) H. Karst.",85,4373,1955,2010
"europe/germ243.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea abies (L.) H. Karst.",80,8424,1880,2010
"europe/germ244.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea abies (L.) H. Karst.",90,7411,1912,2010
"europe/germ245.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea abies (L.) H. Karst.",93,7892,1878,2012
"europe/germ246.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea abies (L.) H. Karst.",110,15686,1856,2012
"europe/grc021.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus brutia Ten.",42,3653,1879,2009
"europe/grc027.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus nigra J.F. Arnold",151,53567,1196,2010
"europe/grc036.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus heldreichii Christ",40,11292,936,2016
"europe/grc037.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus heldreichii Christ",21,5156,1498,2016
"europe/grc038.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus heldreichii Christ",75,22355,468,2016
"europe/grc038x.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus heldreichii Christ",65,18777,468,2017
"europe/grc040.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus heldreichii Christ",12,4110,1108,2019
"europe/grc041.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus heldreichii Christ",21,3622,1132,1828
"europe/grc042.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus heldreichii Christ",40,6667,1389,1877
"europe/grc043.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus heldreichii Christ",18,4458,1042,1720
"europe/grc044.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus heldreichii Christ",41,12612,1190,2014
"europe/grc045.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus heldreichii Christ",60,12700,1689,2015
"europe/grc046.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus heldreichii Christ",38,13714,1352,2015
"europe/grc047.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus heldreichii Christ",28,11988,1337,2015
"europe/grc048.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus heldreichii Christ",39,10778,1416,2016
"europe/grc049.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus heldreichii Christ",30,7730,1368,2016
"europe/grc050.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus heldreichii Christ",61,19856,1165,2017
"europe/grc051.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus heldreichii Christ",18,5297,1388,2016
"europe/grc052x.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus heldreichii Christ",59,19552,672,2014
"europe/grc053x.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus heldreichii Christ",27,8552,574,2014
"europe/grc054x.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus heldreichii Christ",32,9514,732,2015
"europe/grc055x.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus heldreichii Christ",9,1869,715,1803
"europe/gree013.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus heldreichii Christ",152,59894,673,2015
"europe/gree014.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus heldreichii Christ",111,35119,575,2014
"europe/gree015.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus heldreichii Christ",98,31399,720,2015
"europe/gree016.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus heldreichii Christ",99,30501,685,2014
"europe/gree017.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus heldreichii Christ",60,17579,1072,2015
"europe/gree018.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus heldreichii Christ",43,14820,1167,2015
"europe/gree019.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus heldreichii Christ",29,10404,1172,2015
"europe/gree020.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus heldreichii Christ",23,8074,1493,2015
"europe/isl001.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea abies (L.) H. Karst.",24,1023,1970,2017
"europe/isl002.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",28,994,1975,2017
"europe/isl004.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus contorta Douglas ex Loudon",24,1106,1967,2017
"europe/isl007.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",34,1369,1962,2016
"europe/isl011.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",28,1117,1963,2017
"europe/isl016.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Picea sitchensis (Bong.) Carrière",40,1728,1961,2017
"europe/ita056.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",75,6713,1831,2005
"europe/ita057.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",41,3668,1882,2006
"europe/ita058.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",56,3047,1912,2006
"europe/ita059.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",70,8260,1850,2006
"europe/ita061.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Larix decidua Mill.",11,1762,1774,2017
"europe/ita065.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Larix decidua Mill.",19,2885,1825,2018
"europe/ita066.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Larix decidua Mill.",20,1005,1927,2019
"europe/ita068.rwl","Normal practice, flagged for reference",1,"blank inside series ID","Pinus lambertiana Douglas",45,10693,1715,2014
"europe/ita070.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Abies alba Mill.",41,6154,1761,2014
"europe/ital018.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus spp. L.",21,2641,1798,1990
"europe/ital019.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",16,2184,1779,1989
"europe/ital020.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",24,1971,1875,1989
"europe/ital021.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",100,7526,1888,1989
"europe/ital028.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus mughus Scop. = Pinus mugo Turra",47,2479,1901,2007
"europe/lith001.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",11,1643,1777,1991
"europe/lith011.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",20,2043,1878,2002
"europe/lith011e.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",15,1542,1878,2002
"europe/lith011l.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",19,1941,1878,2002
"europe/lith026.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",15,2011,1803,1971
"europe/lith027.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",15,1990,1809,1974
"europe/lith030.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",15,2074,1800,1971
"europe/lith031.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",15,1886,1819,1971
"europe/lith032.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",74,10365,1815,1994
"europe/lith033.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",15,1748,1833,1971
"europe/lith034.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",15,1532,1840,1971
"europe/lith036.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",15,1745,1837,1972
"europe/lith038.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",15,1686,1841,1971
"europe/lith039.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",16,1851,1827,1971
"europe/lith040.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",15,1319,1851,1972
"europe/lith041.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",12,1823,1823,1994
"europe/lith044.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",35,3974,1834,1994
"europe/lith045.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",15,1913,1812,1971
"europe/lith046.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",61,10458,1487,2003
"europe/nor036.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",104,5840,1873,2013
"europe/nor038.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",59,16231,1205,2014
"europe/nor039.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",79,11749,1506,2015
"europe/nor040.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",60,9447,1578,2014
"europe/nor041.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",51,5933,1728,2014
"europe/nor042.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",87,9172,1719,2014
"europe/nor043.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",89,8280,1812,2016
"europe/nor044.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Betula spp. L.",64,6642,1875,2016
"europe/nor045.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",30,3852,1731,2016
"europe/nor046.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",30,5081,1716,2016
"europe/nor047.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",31,5095,1697,2016
"europe/nor048.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",28,7357,1627,2016
"europe/norw007.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",85,15638,1698,2001
"europe/norw015.rwl","Normal practice, flagged for reference",1,"blank inside series ID","Pinus sylvestris L.",34,6342,1600,1983
"europe/norw016.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",89,25808,1449,2004
"europe/norw019.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",77,5681,1789,2013
"europe/norw020.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",105,9039,1742,2013
"europe/norw021.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",67,6521,1685,2014
"europe/norw022.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",72,5957,1680,2014
"europe/norw023.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",63,4684,1834,2014
"europe/norw024.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",69,5259,1788,2014
"europe/norw027.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",98,7399,1801,2013
"europe/norw028.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",104,9568,1816,2013
"europe/norw029.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",73,6906,1801,2015
"europe/norw030.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Pinus sylvestris L.",93,11935,1792,2015
"europe/pola005.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",45,7811,1762,1985
"europe/pola006.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",205,29337,996,1985
"europe/pola007.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",22,2122,1871,1986
"europe/pola008.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Quercus robur L. = Quercus pendunculata Ehrl.",19,3298,1720,1984
